starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
307981178401165184,NYNNYYYNNYNYNNNNYYNYNNYNYNNYYYYYYY,0,2.2441791438422286e-20,4.954701444191733e-21,4806.653556147976,270.9328291644632,111.64763304463807
