starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
69840879814047872,NNNYYYNYNYYYNNNNYYNYYNYYNNYYYYYYYY,0,2.813242459395139e-20,1.714789529023019e-21,5438.53742149272,88.1220283056047,9.046280178188775
