starID,Qflg,Av,ScaleF,ScaleFerr,Teff,Tefferr,RedChi
2898239468873596800,NNNYNNNNNYYNYNNNNYNNNNYNNNNYYYNNNN,0,1.2949189269924385e-18,9.696264699512598e-20,5693.758102125466,102.34142880880705,9.633014935609774
