logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
4.49902e+00,1.55847e-02,5.87797e+03,5.83160e+01,3.87383e-02,4.41127e-02,-1.79355e+01,2.95597e-03,-7.10460e+00,1.42359e-02,4.50000e+00,5880,4.02313e-02,3.30186e-02,-1.79355e+01,1.17163e-02,2.65146e+00,-7.10460e+00,1.17163e-02,2898239468873596800
