logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
4.50000e+00,9.11076e-15,5.71895e+03,5.72176e+01,1.62293e-01,4.32396e-02,-1.95712e+01,3.95091e-03,-8.78809e+00,1.34553e-02,4.50000e+00,5720,1.62638e-01,1.04551e-02,-1.95712e+01,3.18233e-03,2.07188e-01,-8.78809e+00,3.18233e-03,69840879814047872
