Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
-0.058055305147444614,0.0344232263620849,-17.928853731856847,0.012214741788180302,2.881847734107321,7.304242657600317e-08,13821,0.0008740999420770347,9,DiffMet,2898239468873596800
