logg,loggerr,teff,tefferr,Av,Averr,ScaleF,ScaleFerr,fbol,fbolerr,logg_mod,teff_mod,Av_mod,Averr_mod,ScaleF_mod,ScaleFerr_mod,Redchi_mod,fbol_mod,fbolerr_mod,starID
4.24987e+00,5.73516e-03,5.35472e+03,1.40729e+02,1.83161e-02,1.17488e-01,-1.98100e+01,1.00862e-02,-9.14165e+00,3.41551e-02,4.25000e+00,5355,1.83161e-02,2.55238e-02,-1.98100e+01,7.22384e-03,5.97386e-01,-9.14165e+00,7.22384e-03,307981178401165184
