Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
-0.06931232906806173,0.027633432380790482,-19.80142319320961,0.007820898571514929,0.7002164209968158,6.807017491981311e-10,12713,0.0004570032247569101,5,DiffMet,307981178401165184
