Av,Averr,ScaleF,ScaleFerr,Redchi,Fbol,ModelIndex,RelDiff,npoint,JumpBy,starID
0.18556666626668505,0.010344335986149764,-19.573363802650437,0.003148617606428171,0.20282209706614832,1.6560182625463776e-09,13821,0.0006342956746742563,14,DiffMet,69840879814047872
