starID,SOURCE_ID,original_ext_source_id,angular_distance,number_of_neighbours,xm_flag,hip,ic,ra,dec,ra_rad,de_rad,plx,pm_ra,pm_de,e_ra_rad,e_de_rad,e_plx,e_pm_ra,e_pm_de,f1,f2,nc,ntr,u3,u4,u5,u6,u7,u8,u9,sn,so,var,u1,u2,u10,u11,u12,u13,u14,u15,hp_mag,b_v,v_i,e_hp_mag,e_b_v,s_hp,va
2898239468873596800,2898239468873596800,30503,0.0012175279,1,8,30503,0,96.1832894671185,-28.77981897261136,1.6787150866,-0.5023025992,45.7,-164.99,-121.77,0.24,0.28,0.4,0.31,0.39,0,1.32,1,156,1.02,-0.4,-0.1,1.01,0.08,0.26,0.18,5,0,0.0,1.02,0.38,1.0,0.23,0.54,-0.26,0.21,1.0,6.4992,0.626,0.68,0.0006,0.007,0.008,0
