starID,SOURCE_ID,clean_panstarrs1_oid,original_ext_source_id,angular_distance,number_of_neighbours,number_of_mates,xm_flag,obj_name,obj_id,ra,dec,ra_error,dec_error,epoch_mean,g_mean_psf_mag,g_mean_psf_mag_error,g_flags,r_mean_psf_mag,r_mean_psf_mag_error,r_flags,i_mean_psf_mag,i_mean_psf_mag_error,i_flags,z_mean_psf_mag,z_mean_psf_mag_error,z_flags,y_mean_psf_mag,y_mean_psf_mag_error,y_flags,n_detections,zone_id,obj_info_flag,quality_flag
307981178401165184,307981178401165184,1571731139,141540174249571209,0.11988821,1,0,42,PSO J010942.053+275701.737,141540174249571209,17.425346,27.95048,0.00100000004749745,0.00100000004749745,55579.223,,,0,,,0,11.9412002563477,,24,11.7326002120972,0.0104949995875359,16778264,11.9781999588013,0.132365003228188,24,7,14154,302067712,36
69840879814047872,69840879814047872,1516761857,138310562669090016,0.19221887,1,0,40,PSO J034504.033+251527.670,138310562669090016,56.266808,25.25766,0.00100000004749745,0.00100000004749745,55589.33,11.1765003204346,0.0296459998935461,65592,10.0954999923706,0.0309580005705357,16440,10.3962001800537,0.0393080003559589,16440,10.3128995895386,0.126173004508018,16440,10.7217998504639,0.00100000004749745,16892984,22,13830,167849984,20
