starID,Teff,Tefferr,logg,loggerr,feh,feherr,d,derr,lumi,lumierr,Mass,Masserr,EEP,EEPerr,Age,Ageerr
2898239468873596800,5877.97,58.316,4.469039534206012,0.04834157617277768,0.07,0.02,21.8838,0.009,1.0834259378961077,0.006045488371398192,1.0834259378961077,0.015187019763647223,293.39332666686397,28.773131040597168,0.7664366829993241,0.5356866366109327
307981178401165184,5353.95,140.498,4.251472065915859,0.026332166036278082,-0.3,0.05,184.7479,0.8905,1.027402882741257,0.05203874159953871,1.027402882741257,0.13078634577489784,274.8910715067793,122.10495582172638,4.957387828529353,6.175902003768391
69840879814047872,5718.95,57.078,4.479255045706504,0.06205083140187728,0.029,0.009,133.9339,0.3152,0.986110446505438,0.006821992953401942,0.986110446505438,0.015612339125252487,336.396217404114,9.360333099981107,3.026121983681807,0.895445347826563
