starID,Teff,Tefferr,logg,loggerr,feh,feherr,d,derr,lumi,lumierr,Mass,Masserr,EEP,EEPerr,Age,Ageerr
69840879814047872,5718.95,57.218,4.480367207290307,0.06955695318756483,0.029,0.009,133.9339,0.3152,0.9859847610660685,0.006836599729775036,0.9859847610660685,0.015644036803912728,336.9456312201851,9.519852198512119,3.081887832296404,0.9043215399338075
