starID,Teff,Tefferr,logg,loggerr,feh,feherr,d,derr,lumi,lumierr,Mass,Masserr,EEP,EEPerr,Age,Ageerr
2898239468873596800,5878.18,58.437,4.468838137506082,0.05210117027848682,0.07,0.02,21.8838,0.009,1.0829175265165003,0.005707726349209942,1.0829175265165003,0.014326206380751083,295.27271230450646,26.49006011909203,0.7772040964003181,0.506501255177073
