starID,Teff,Tefferr,logg,loggerr,feh,feherr,d,derr,lumi,lumierr,Mass,Masserr,EEP,EEPerr,Age,Ageerr
307981178401165184,5354.72,140.729,4.251026500091499,0.024931927324221448,-0.3,0.05,184.7479,0.8905,1.0123279253595177,0.05437651508279506,1.0123279253595177,0.13502686240196723,289.596271995494,124.39972149502752,5.7310162646376925,6.336966888321992
